licence number,establishment name,location address line 1,location address line 2,location address city,location postal code,licence type,licence sub type,capacity
115333,The Office Pub & Grill,164 Hwy 16,,BURNS LAKE,V0J1E0,Liquor Primary,,61
304171,The Office Pub & Grill,164 Hwy 16 E.,,BURNS LAKE,V0J1E0,Food Primary,,52
30302,The Office Pub and Grill,2020B Falcon Road,,KAMLOOPS,V2C4J3,Liquor Primary,,118
308494,The Okanagan Table Kitchen/Events/Catering,1571 Pandosy St,,KELOWNA,V1Y1P5,Food Primary,,30
308112,The Old Elevator Restaurant ,291 1st Ave,,FERNIE,V0B1M0,Food Primary,,74
304819,The Old Firehouse Wine & Cocktail Bar,40 Ingram Street,,DUNCAN,V9L1N7,Liquor Primary,,99
194903,The Old Mill Beer & Wine,6251 Yew Street,,POWELL RIVER,V8A4J9,Licensee Retail Store,,
307414,The Olive Restaurant,909 3rd Ave W,,PRINCE RUPERT,V8J1M9,Food Primary,,66
306999,The Original Cafe Du Soleil Bistro,1393 COMMERCIAL DR,,VANCOUVER,V5L3X5,Food Primary,,30
308004,The Original Lunch Doctor,12139 Harris Rd,,PITT MEADOWS,V3Y2E9,Food Primary,,30
34726,The Orpheum,884 Granville St,,VANCOUVER,V6Z1K3,Liquor Primary,,3555
192733,The Other Liquor Store,100B/110B - 6640 Vedder Road,,CHILLIWACK,V2R0J2,Licensee Retail Store,,
303625,The Packing House Heritage Coffee Shop,3705 Riverview Ave.,,SPENCES BRIDGE,V0K2L0,Food Primary,,50
88436,The Palms Lounge,1450 Douglas Street ,,VICTORIA,V8W2G1,Liquor Primary,,36
303414,The Palms Restaurant,1450 Douglas Street,,VICTORIA,V8W2G1,Food Primary,,96
305987,The Pantry,101-648 Terminal Ave,,NANAIMO,V9R5E2,Food Primary,,138
308099,The Pantry Restaurant,2309-10355 152 St,,SURREY,V3R7C1,Food Primary,,140
304871,The Park @ Crown Isle,1239 Anderton Rd,,COMOX,V9M3Z2,Food Primary,,176
303505,The Park @ Crown Isle,1239 Anderton Road,,COMOX,V9M3Z2,Liquor Primary,,2
308848,The Parkside Spa ,810 Humboldt St,,VICTORIA,V8V5B1,Liquor Primary,,30
306300,The Parlour,1011 Hamilton Street,,VANCOUVER,V6B5T4,Liquor Primary,,172
302625,The Pavilion Restaurant,346 Stiles Place,,PRINCE RUPERT,V8J3S5,Food Primary,,130
159811,The Pawn Shop,1117 Granville St,,VANCOUVER,V6Z1M1,Food Primary,,102
305372,The Peake of Catering,1764 Powell St.,,VANCOUVER,V5K1H7,Catering,,
308855,The Penalty Box Sports Grill,542 Tranquille Road,,KAMLOOPS,V2B3H4,Food Primary,,50
302079,The Peninsula,2290 Henry Ave.,,SIDNEY,V8L2B2,Food Primary,,106
306626,The Permanent,330 West Pender Street,,VANCOUVER,V6B1T1,Liquor Primary,,263
187015,The Phoenix,112 High Street,,LADYSMITH,V9G1A1,Food Primary,,60
300578,The Phoenix Steakhouse & Bar ,3117  30th Avenue,,VERNON,V1T2C4,Food Primary,,183
300659,The Pink Bicycle Gourmet Burger Joint,1008 Blanshard St,,VICTORIA,V8W2H5,Food Primary,,28
302565,The Pink House Bistro,280 Gower Point Road,,GIBSONS,V0N1V0,Food Primary,,59
3347,The Pint Public House,475 Abbott Street,,VANCOUVER,V6B2L2,Liquor Primary,,486
33628,The Pit,"Lower Level, 6133 University Boulevard",,VANCOUVER,V6T2A5,Liquor Primary,,406
304092,The Planet Bee Meadery,5011 Bella Vista Road,,VERNON,V1H1A1,Manufacturer,Winery,0
210274,The Playhouse,1240 Thurlow Street,,VANCOUVER,V6E1X5,Liquor Primary,,124
303842,The Point Grill,2205 Lower Mall ,Building 4,VANCOUVER,V6T1Z4,Food Primary,,110
307936,The Polygon Gallery,101 Carrie Cates Court,,NORTH VANCOUVER,V7M3K7,Liquor Primary,,700
306601,The Pond Country Market,6231 Barnhartvale Road,,KAMLOOPS,V2C6V6,Food Primary,,25
302989,The Poor Italian Trattoria & Ristorante,3296 East 1st Avenue,,VANCOUVER,V5M1B8,Food Primary,,138
121813,The Portside Pub,7 Alexander St,,VANCOUVER,V6A1B2,Liquor Primary,,246
306875,The Preference Restaurant,4854 Imperial Street ,,BURNABY,V5J1C4,Food Primary,,10
33874,The Pub,Mile 52 Alaska Hwy,,CHARLIE LAKE,V0C1H0,Liquor Primary,,150
20761,The Queen's ,34 Victoria Crescent,,NANAIMO,V9R5B8,Liquor Primary,,200
161746,The Railside Restaurant ,333 Shuswap Ave,,CHASE,V0E1M0,Food Primary,,120
308370,The Raj Indian Kitchen,438 Victoria Street,,KAMLOOPS,V2C2A7,Food Primary,,40
304954,The Ramen Butcher at East of Main,223 Georgia St. E,,VANCOUVER,V6A1Z6,Food Primary,,38
300755,The Ramenman at Juno,572 Davie St,,VANCOUVER,V6B2G4,Food Primary,,35
104720,The Ranch Pub & Grill,21973 132 Ave,,MAPLE RIDGE,V4R0A7,Liquor Primary,,185
308277,The Raving Gamer Bistro,# 106 5735 203 St,,LANGLEY,V3A8A7,Food Primary,,100
183121,The Reach Grill,300 20398 Dewdney Trunk Rd,,MAPLE RIDGE,V2X3E3,Food Primary,,50
183136,The Reach Pub,300 20398 Dewdney Trunk Road,,MAPLE RIDGE,V2X3E3,Liquor Primary,,141
305933,The Red Accordion,1616 Alberni St,,VANCOUVER,V6E4B1,Food Primary,,95
301456,The Red Crow,4842 Hamilton Road,,LAC LA HACHE,V0K1T0,Food Primary,,91
121609,The Red Lion Bar & Grill,2427 Marine Drive,,WEST VANCOUVER,V7V1L3,Food Primary,,139
28445,The Red Room,398 Richards Street,,VANCOUVER,V6B4Y2,Liquor Primary,,435
303211,The Refinery,2nd floor - 1115 Granville Street,,VANCOUVER,V6Z1M1,Food Primary,,74
304904,The Regal Beagle Bar & Grill,2283 West Broadway,,VANCOUVER,V6K2E4,Liquor Primary,,40
172365,The Renfrew Pub,17310 Parkinson Rd,,PORT RENFREW,V0S1K0,Liquor Primary,,114
303025,The Restaurant at Painted Boat,12849 Lagoon Road,,MADEIRA PARK,V0N2H0,Food Primary,,259
304738,The Rickshaw ,254 East Hastings Street,,VANCOUVER,V6A1P1,Liquor Primary,,490
188271,The Ridge (Victoria),5300 Cordova Bay Rd,,VICTORIA,V8Y2L3,Food Primary,,140
135900,The Ridge Neighbourhood Pub,397 Donner Court,,GOLD RIVER,V0P1G0,Liquor Primary,,48
304922,The Ridge Restaurant,397 Donner Court,,GOLD RIVER,V0P1G0,Food Primary,,102
304771,The Rio Theatre,1660 East Broadway Street,,VANCOUVER,V5N1W1,Liquor Primary,,582
307434,The Rise Eatery ,3121 Granville Street ,,VANCOUVER,V6H3K1,Food Primary,,80
303040,The Rise Golf Course,8800 Rising View Way,,VERNON,V1H1Z9,Food Primary,,
303101,The Rise Golf Course ,8800 Rising View Way,,VERNON,V1H1Z9,Liquor Primary,,2
212973,The Rivermount Motel,4 KM N HWY 5,,LITTLE FORT,V0E2C0,Food Primary,,42
307062,The Roadhouse,4406 Widmark Subdivision,,ARRAS,V0C1B0,Food Primary,,55
11060,The Rock,1703 Broughton Blvd,,PORT MCNEILL,V0N2R0,Liquor Primary,,152
307089,The Rock Eatery,5689 Hwy 97,,FALKLAND,V0E1W0,Food Primary,,130
111811,The Rose,592 LEDSHAM RD,,VICTORIA,V9C1J8,Liquor Primary,,268
304746,The Royal Taste of India ,230 - 4370 Lorimer Rd,,WHISTLER,V0N1B4,Food Primary,,83
306368,The Ruby,3110 Douglas St.,,VICTORIA,V8Z3K4,Food Primary,,22
206488,The Rustic Resort ,Thuya Lakes Rd.,,LITTLE FORT,V0E2C0,Food Primary,,60
307056,The Salted Vine Kitchen & Bar,37991 Second Ave,,SQUAMISH,V0N3G0,Food Primary,,90
308378,The Salty Caramel Kitchen,11407 Okanagan Centre Rd W,,LAKE COUNTRY,V4V2J6,Food Primary,,50
206975,The Shameful Tiki Room,4362 Main St,,VANCOUVER,V5V3P9,Food Primary,,50
307087,The Shed Bar and Grill,180 Deer Park Avenue,,KIMBERLEY,V1A2J4,Liquor Primary,,82
305205,The Shuswap Pie Company,Unit A - 331 Alexander St.,,SALMON ARM,V1E4P1,Food Primary,,100
175455,The Siding General Store Cafe,318 Stephen Ave,,FIELD,V0A1G0,Food Primary,,35
307332,The Small Axe Bistro,409 Cliff Ave,,ENDERBY,V0E1V4,Food Primary,,50
208113,The Smorgasbord,225A 7th Ave,,KAMLOOPS,V2C3S8,Food Primary,,40
303389,The Snug Cafe,443 Bowen Trunk Rd.,,BOWEN ISLAND,V0N1G0,Food Primary,,88
305207,The Spudshack Fry Co.,352- 800 Carnarvon St,,NEW WESTMINSTER,V3M0G3,Food Primary,,30
205149,The Squeezed Grape,101-1983 Columbia Ave,,CASTLEGAR,V1N2W8,UBrew/UVin,,
305714,The Stable House Bistro,1520 13th Ave. W.,,VANCOUVER,V6J2G4,Food Primary,,49
305127,The Starboard Grill,2 - 5440 Argle St.,,PORT ALBERNI,V9Y1T7,Food Primary,,260
308681,The Story Cafe,2800 Sexsmith Rd.,,RICHMOND,V6X1V5,Food Primary,,46
195235,"The Strath Ale, Wine & Spirit Merchants",919 DOUGLAS ST,,VICTORIA,V8W2C2,Licensee Retail Store,,
29742,The Sullivan Pub,400 Ross St,,KIMBERLEY,V1A2C6,Liquor Primary,,192
191321,The Sully Liquor Store,400 Ross St,,KIMBERLEY,V1A2C6,Licensee Retail Store,,
42371,The Surf,885 Berry Point Road,,GABRIOLA ISLAND,V0R1X1,Food Primary,,255
89031,The Surf,885 Berry Point Road,,GABRIOLA ISLAND,V0R1X1,Liquor Primary,,75
308701,The Surf Club,1441 Pacific Rim Hwy,,TOFINO,V0R2Z0,Food Primary,,68
306582,The Surly Mermaid Bar & Eatery,1B - 9851 Seaport Pl,,SIDNEY,V8L4X3,Food Primary,,125
308069,The TRUE'STEA,180-8400 Alexandra Rd,,RICHMOND,V6X3L4,Liquor Primary,,196
306961,The Table,2355 Gordon Dr,,KELOWNA,V1W3X7,Food Primary,,50
161285,The Taco Club,206 MACKENZIE AVE,BOX 2253,REVELSTOKE,V0E2S0,Food Primary,,101
308500,The Taco Factory,418 Columbia Street East,,NEW WESTMINSTER,V3L3W9,Food Primary,,74
176354,The Tap House,15330  102A Ave,,SURREY,V3R7R6,Liquor Primary,,510
8497,The Teahouse,FERGUSON POINT,7501 STANLEY PARK DR,VANCOUVER,V6G3E2,Food Primary,,199
302244,The Templeton ,1087 Granville Street,,VANCOUVER,V6Z1L4,Food Primary,,30
307723,The Ten Spot ,170 - 525 highway 97 S ,,KELOWNA,V1Z4C9,Liquor Primary,,50
303820,The Thai D'or Restaruant,2328 Clearbrook Rd.,,ABBOTSFORD,V2T2X5,Food Primary,,64
30318,The Thatch,4325 Shingle Spit Road,,HORNBY ISLAND,V0R1Z0,Liquor Primary,,215
145174,The Thatch,4325 Shingle Spit Road,,HORNBY ISLAND,V0R1Z0,Food Primary,,112
36498,The Thirsty Duck ,606 12th Street,,NEW WESTMINSTER,V3M4J2,Liquor Primary,,107
303172,The Thirsty Moose Pub,Building #6 3333 University Way,,PRINCE GEORGE,V2N4Z9,Liquor Primary,,125
300398,The Thomas Robert Agency Ltd.,,,,,Agent,,
302558,The Three Brits Public House ,1780 Davie Street,,VANCOUVER,V6G1W2,Liquor Primary,,75
303878,The Thyme & Plate,327 Market Avenue,,GRAND FORKS,V0H1H4,Food Primary,,86
301608,The Tipper,2066 Kingsway,,VANCOUVER,V5N2T3,Food Primary,,120
195420,The Tipple Cold Beer & Fine Wines,792 - 2nd Avenue,,FERNIE,V0B1M0,Licensee Retail Store,,
216680,The Twisted Cork Restaurant,1157 5th Avene,,PRINCE GEORGE,V2L3L1,Food Primary,,241
307937,The Twisted Vine ,15 - 2662 Austin Ave.,,COQUITLAM,V3K6C4,Food Primary,,110
308811,The Uncommon Cafe,477 Powell Street,,VANCOUVER,V6A1G7,Food Primary,,40
301239,The Underground,"Units 43, 44, 45, 5350 Big White Rd.",,KELOWNA,V1P1P3,Food Primary,,48
216166,The Vancouver Fish Company Restaurant & Bar,1517 ANDERSON ST,GRANVILLE ISLAND,VANCOUVER,V6H3R5,Food Primary,,199
305411,The Vault Cafe,499 Wallace Street,,NANAIMO,V9R5B7,Food Primary,,49
132909,The Venue,1200 Alta Lake Road,,WHISTLER,V0N1B0,Food Primary,,170
17276,The Vermilion Fork Kitchen & Bar,102 Frontage Rd.,,PRINCETON,V0X1W0,Food Primary,,115
303633,The Vibrant Vine,3240 Pooley Road,,KELOWNA,V1W4G7,Manufacturer,Winery,0
306128,The Vic Theatre,808 Douglas Street,,VICTORIA,V8W2B6,Liquor Primary,,214
300764,The Vicious Poodle,726 Johnson St,,VICTORIA,V8W1N1,Food Primary,,68
307717,The Victor,Unit A 6th Floor - 39 Smithe St,,VANCOUVER,V6Z2W1,Food Primary,,350
300911,The View,"Clubhouse, Copper Point Golf Club.",651 Hwy 93 95,INVERMERE,V0A1K3,Food Primary,,88
302292,The View Winery ,#1 - 2287 Ward Road,,KELOWNA,V1W4R5,Manufacturer,Winery,0
305577,The Village,1- 4517 West Saanich Road,,VICTORIA,V8Z3G3,Food Primary,,50
308220,The Village,1609 Store St,,VICTORIA,V8W3K3,Food Primary,,79
304105,The Village,2518 Estevan Ave.,,VICTORIA,V8R2S7,Food Primary,,47
306861,The Village,4087 Shelbourne St,,VICTORIA,V8N5Y1,Food Primary,,50
308444,The Village ,3920 198 Street,,LANGLEY,V3A1E1,Food Primary,,81
15091,The Village Idiot Bar & Grill,306 MacKenzie Ave,,REVELSTOKE,V0E2S0,Food Primary,,150
306607,The Village Taverna,101 1075 Pendergast St,,VICTORIA,V8V0A1,Food Primary,,30
302995,The Vine ,1765 Cowichan Bay Road,,COWICHAN BAY,V0R1N0,Food Primary,,150
308648,The Wakayama Ramen Bar,101 - 795 McGill Road,,KAMLOOPS,V2C0B9,Food Primary,,50
177604,The Wallflower Modern Diner,2420 MAIN ST,,VANCOUVER,V5T3E2,Food Primary,,53
132584,The Wandering Greek Oven Family Restaurant,400 COLUMBIA AVE,,CASTLEGAR,V1N1G7,Food Primary,,142
303379,The Water Shed Arts Cafe,11 - 20349 - 88th Ave,,LANGLEY,V1M2K5,Food Primary,,75
302754,The Westin Bear Mountain Golf Resort & Spa,1999 Country Club Way,,VICTORIA,V9B6R3,Liquor Primary,,313
301964,The Westin Bear Mountain Golf Resort & Spa ,1999 Country Club Way,,VICTORIA,V9B6R3,Food Primary,,1976
303817,The Westin Wall Centre Vancouver Airport,3099 Corvette Way,,RICHMOND,V6X4K3,Food Primary,,786
105964,The Wheelhouse Pub,North Shushap Lake,,SEYMOUR ARM,V0E2V0,Food Primary,,204
105970,The Wheelhouse Pub,North Shushap Lake,,SEYMOUR ARM,V0E2V0,Liquor Primary,,140
307852,The White Hart Public House,8593 132 St,,SURREY,V3W4N8,Liquor Primary,,65
19797,The White Whale Restaurant,975 COMOX RD,,COURTENAY,V9N3P7,Food Primary,,152
32431,The Wicklow Public House,610 STAMP'S LANDING,,VANCOUVER,V5Z3Z1,Liquor Primary,,205
308268,The Wild Horseman's Cabin,123 Shortt Street ,,SILVER STAR MOUNTAIN,V1B3M1,Food Primary,,50
35473,The Wildwood Public House,5987 Lund Street,,POWELL RIVER,V8A4S9,Liquor Primary,,140
202861,The Wine Factory,649 Front St,,NEW WESTMINSTER,V3M1A2,UBrew/UVin,,
304639,The Wine Room at Joey Bentall One,507 Burrard Street,,VANCOUVER,V7X8A8,Liquor Primary,,73
307482,The Wobbly Canoe,4774 Sunshine Coast Highway,,SECHELT,V0N3A2,Food Primary,,150
301102,The Wolf Bar,22336B Lougheed Highway,,MAPLE RIDGE,V2X2T4,Liquor Primary,,108
168689,The Wolf's Den Rustic Mountain Restaurant,1105 9th Street,,GOLDEN,V0A1H0,Food Primary,,240
218776,The Wooden Spoon,15171 Russell Ave,,WHITE ROCK,V4B2P4,Food Primary,,71
302009,The Woods,292 Columbia Avenue,,CASTLEGAR,V1N1G4,Liquor Primary,,566
305694,The Woods,6460 Whiskey Jack Rd,,BIG WHITE,V0H1A0,Food Primary,,236
307672,The Woods Spirit Co.,1450 Rupert Street,,NORTH VANCOUVER,V7J1G2,Manufacturer,Distillery,0
305881,The XFour Vodka Company,2220 Vauxhall Place,,RICHMOND,V6V1Z9,Manufacturer,Distillery,0
306827,The Xchange,200 1615 Dickson Avenue,,KELOWNA,V1Y0B1,Food Primary,,120
114717,The Yale Saloon,1300 GRANVILLE ST,,VANCOUVER,V6Z1M7,Liquor Primary,,272
305739,The Yard,8482 Granville Street,,VANCOUVER,V6P4Z7,Liquor Primary,,59
308011,The Zephyr Cafe,38078 Cleveland Ave,,SQUAMISH,V8B0A4,Food Primary,,100
91098,Theo's Restaurant,687 Main St,,PENTICTON,V2A5C9,Food Primary,,278
301553,Therapy Vineyards,940 Lower Debeck Road,,NARAMATA,V0H1N0,Manufacturer,Winery,0
195277,Thetis Island Liquor Store,46 Harbour Road,,THETIS ISLAND,V0R2Y0,Licensee Retail Store,,
116536,Thetis Island Marina,46 Harbour Road,,THETIS ISLAND,V0R2Y0,Liquor Primary,,76
301012,Thetis Island Marina,46 Harbour Road,,THETIS ISLAND,V0R2Y0,Food Primary,,149
171817,Thida Thai Restaurant,1193 Davie Street,,VANCOUVER,V6E1N2,Food Primary,,35
304544,Thierry,1059 Alberni Street,,VANCOUVER,V6E1A1,Food Primary,,78
306469,Third Space Coffee,103 - 1708 Dolphin Avenue,,KELOWNA,V1Y9S4,Food Primary,,110
302260,Thistles,3897 Cobble Hill Rd.,,COBBLE HILL,V0R1L0,Food Primary,,55
305359,Thomasina's ,279 Bridge St,,PRINCETON,V0X1W0,Food Primary,,55
11232,Thompson Hotel and Conference Centre,650 Victoria Street,,KAMLOOPS,V2C2B4,Liquor Primary,,35
151759,Thompson Rivers University,900 McGill Road,,KAMLOOPS,V2C5N3,Food Primary,,1830
104583,Thompson Rivers University Culinary Arts Training Centre,900 McGill Road,,KAMLOOPS,V2C5N3,Food Primary,,275
300170,Thornhaven Estate Winery,6816 Andrew Ave.,,SUMMERLAND,V0H1Z7,Manufacturer,Winery,0
103312,Thornhill Neighbourhood Pub,2387 Thornhill St,,TERRACE,V8G4Z5,Liquor Primary,,142
151345,Three Bars Ranch,9500 Wycliffe Perry Creek Rd.,,CRANBROOK,V1C7C7,Liquor Primary,,40
193061,Three Gables Hotel,360 Martin Street,,PENTICTON,V2A5K4,Licensee Retail Store,,
172522,Three Lions Pub,405 Broadway Street,,NAKUSP,V0G1R0,Liquor Primary,,118
305617,Three Ranges Brewing Company,1160 5th Ave,(Unit A & B),VALEMOUNT,V0E2Z0,Manufacturer,Brewery,0
306994,Three Sisters Winery,1250 Munson Avenue,,PENTICTON,V2A8S5,Manufacturer,Winery,0
67531,Three Valley Lake Chateau,THREE VALLEY 12 miles west of City,,REVELSTOKE,V0E2S0,Liquor Primary,,28
98219,Three Valley Lake Chateau,THREE VALLEY 12 miles west of City,,REVELSTOKE,V0E2S0,Food Primary,,262
193236,Thrifty Food Liquor Store ,1599 Cliffe Avenue,,COURTENAY,V9N2K4,Licensee Retail Store,,
195365,Thrifty Foods Liquor - Mill Bay,108 & 109 2690 Mill Bay Rd,,MILL BAY,V0R2P0,Licensee Retail Store,,
195153,Thrifty Foods Liquor - Salt Spring Island,133 Lower Ganges Road,,SALT SPRING ISLAND,V8K2T2,Licensee Retail Store,,
195468,Thrifty Foods Liquor - Tuscany Village,101  1660 Mackenzie Ave,,SAANICH,V8N0A4,Licensee Retail Store,,
195306,Thrifty Foods Liquor - University Heights,4  3960 Shelbourne Street,,SAANICH,V8N3E2,Licensee Retail Store,,
166304,Thunderbird Korean Style Fried Chicken,253 COOK ST,,VICTORIA,V8V3X4,Food Primary,,57
304490,Thunderbird Show Park,24550 72nd Avenue,,LANGLEY,V1M3W8,Liquor Primary,,392
301161,Tia's Cafe,4 - 1705 Campbell Way,,PORT MCNEILL,V0N2R0,Food Primary,,70
308223,Tian Shi Fu No. 3 Restaurant  ,6111 No. 3 Road ,,RICHMOND,V6Y2B1,Food Primary,,91
301107,Tian Shi Fu Restaurant,8251 Alexandra Road,,RICHMOND,V6X1C3,Food Primary,,220
145111,Tibetan Kitchen Cafe,680 Broughton St,,VICTORIA,V8W1C9,Food Primary,,54
306951,Tico Distributions Spirits and Liquors Inc,,,,,Agent,,
308535,Tidal Cafe,146 Port Augusta St,,COMOX,V9M3N6,Food Primary,,95
165452,Tidemark Theatre Society,1220 Shoppers Row,,CAMPBELL RIVER,V9W2C8,Liquor Primary,,800
191941,Tidewaters Liquor Store,10190 River Road,,DELTA,V4C2R3,Licensee Retail Store,,
33235,Tidewaters Pub,10190 River Road,,DELTA,V4C2R3,Liquor Primary,,157
118968,Tigh Na Mara Resort,1155 Resort Drive,,PARKSVILLE,V9P2E5,Liquor Primary,,77
118973,Tigh Na Mara Resort,1155 Resort Drive,,PARKSVILLE,V9P2E5,Food Primary,,1533
306140,Tightrope Winery,1050 Fleet Road,,PENTICTON,V2A8T7,Manufacturer,Winery,0
24435,Tiki Bar,1489 East Hastings Street,,VANCOUVER,V5L1S4,Liquor Primary,,90
303711,Tilbury Restaurant,7187 Vantage Way,,DELTA,V4G1K7,Food Primary,,72
195455,Tillicum Centre Liquor Express,166  3170 Tillicum Road,,SAANICH,V9A7C5,Licensee Retail Store,,
305839,Tim's Fish & Chips,1108 Northwest Blvd,,CRESTON,V0B1G5,Food Primary,,50
39111,Timberland Pub,1680 Timberlands Rd,,LADYSMITH,V9G1K3,Liquor Primary,,219
192790,Timberland Pub,1680 Timberlands Rd,,LADYSMITH,V9G1K3,Licensee Retail Store,,
76038,Timberlodge & R.V. Campground,2404 Timberlane Road,,PORT ALBERNI,V9Y7L6,Liquor Primary,,56
81410,Timberlodge & R.V. Campground,2404 Timberlane Road,,PORT ALBERNI,V9Y7L6,Food Primary,,126
306855,Timberman Chinese Restaurant ,B106-1475 Prairie Ave,,PORT COQUITLAM,V3B1T3,Food Primary,,10
302130,Timberwolf Restaurant,38922 Progress Way,,SQUAMISH,V0N3G0,Food Primary,,138
308793,Time Out Tap and Snack,6111 River Road,,RICHMOND,V6Y0A2,Food Primary,,
307251,Time Winery,361 Martin Street,,PENTICTON,V2A5K6,Manufacturer,Winery,0
165494,Timmy Kitchen,100 - 3791 Bayview St,,RICHMOND,V7E3B6,Food Primary,,113
305269,Tin Tin Seafood Harbour,3711 No. 3 Rd,,RICHMOND,V7A1B4,Food Primary,,150
300108,Tin Whistle Brewing Company,"118, 118A, 112 - 1475 Fairview Road",,PENTICTON,V2A2C1,Manufacturer,Brewery,0
300231,Tinhorn Creek Vineyards ,32830 Tinhorn Creek Road,,OLIVER,V0H1T0,Manufacturer,Winery,0
308491,Tinhouse Brewing Inc.,Unit 2140 - 550 Sherling Place,,PORT COQUITLAM,V3B0J6,Manufacturer,Brewery,0
308079,Tiny Kitchen,6868 Royal Oak Ave.,,BURNABY,V5J4J3,Food Primary,,34
308486,Tippy Hippie Kombucha,2933 30th Ave ,,VERNON,V1T2B8,Manufacturer,Winery,0
307523,Tipsi Beverages,2820 Huntington Place,,PORT COQUITLAM,V3C4T3,Manufacturer,Winery,0
308439,Titi Home Made Food ,102 - 1196 Pinetreeway ,,COQUITLAM,V3B0L8,Food Primary,,60
306804,Tj's Country Kitchen,10688 Alder,,FORT ST. JOHN,V1J4J2,Food Primary,,100
308505,ToDak ToDak Korean Chicken,3510 Kingsway ,,VANCOUVER,V5R5L7,Food Primary,,41
305990,Toastworks,306 - 5th Avenue,,STEWART,V0T1W0,Food Primary,,50
302600,Tobiano Golf Course,38 Holloway Drive,,KAMLOOPS,V1S0B3,Liquor Primary,,0
302735,Tobiano Golf Course,38 Holloway Drive,,KAMLOOPS,V2C6B9,Food Primary,,358
193038,Toby's Liquor Store,1520 Barrow Street,,NORTH VANCOUVER,V7J1B7,Licensee Retail Store,,
6841,Tobys North Shore,1378 Main Street,,NORTH VANCOUVER,V7J1C6,Liquor Primary,,168
119150,Tobys Pub & Grill,2733 Commercial Drive,,VANCOUVER,V5N4C5,Liquor Primary,,146
164134,Tocador,2610 Main Street,,VANCOUVER,V5T3E6,Food Primary,,62
305811,Tod Creek Craft Ciders,273 Prospect Lake Rd,,VICTORIA,V9E1J7,Manufacturer,Winery,0
305102,Todai Sushi & Grill Japanese Restaurant,11156 - 84th Avenue,,DELTA,V4C2L7,Food Primary,,36
171403,Toedam Korean Restaurant,250-329 North Rd,,COQUITLAM,V3K3V8,Food Primary,,44
304347,Tofino Brewing Company,691 Industrial Way ,,TOFINO,V0R2Z0,Manufacturer,Brewery,0
307889,Tofino Distillery,681 Industrial Way ,,TOFINO,V0R2Z0,Manufacturer,Distillery,0
107542,Tofino Resort and Marina,634 Campbell St,,TOFINO,V0R2Z0,Liquor Primary,,174
126188,Tofino Resort and Marina,643 Campbell St,,TOFINO,V0R2Z0,Food Primary,,325
308035,Tofino Wilderness Resort,1 Quait Bay,,TOFINO,V0R1Z0,Food Primary,,128
126722,Tojo's Restaurant,1133 West Broadway,,VANCOUVER,V6H1G1,Food Primary,,230
304229,Tokewama Enterprises Ltd.,,,,,Agent,,
306072,Toku Japanese Restaurant,221- 5300 No. 3 Rd,,RICHMOND,V6X2X9,Food Primary,,160
307396,Tokyo 1 Asian Buffet,2125 Enterprise Way,,KELOWNA,V1X4H9,Food Primary,,209
300878,Tokyo Hon Sushi ,101-20486 64 Avenue,,LANGLEY,V2Y1N4,Food Primary,,62
308773,Tokyo in April,526 Abbott St,,VANCOUVER,V6B6N7,Food Primary,,50
19954,Tom Sushi,1175 Davie Street,,VANCOUVER,V6E1N2,Food Primary,,45
173175,Tomato Shack Pizza,10322 Whalley Boulevard,,SURREY,V3T4H4,Food Primary,,50
305357,Tomi's Home Style Cooking,17152 Parkinson Rd,,PORT RENFREW,V0S1K0,Food Primary,,62
308265,"Tommasi, Rodolfo Lanfranco Tazio",,,,,Agent,,
127438,Tommy Africa's (Whistler),102-4204 Village Square,,WHISTLER,V0N1B4,Liquor Primary,,240
201909,Tommy's Restaurant & Catering,1308 Ross Road,,NORTH VANCOUVER,V7J1V2,Food Primary,,52
300684,Tomo Sushi,26391 Fraser Hwy.,,ALDERGROVE,V4W2V1,Food Primary,,
164506,Tomokazu Japanese Restaurant,#201 - 1128 W Broadway,,VANCOUVER,V6H1G5,Food Primary,,132
307584,Tomu Sushi,6-9613 192 St,,SURREY,V4N4C7,Food Primary,,35
300662,Tonics,1654 Ellis Street,,KELOWNA,V1Y8L1,Liquor Primary,,163
306687,Tonton Sushi Japanese Restaurant ,4018 Cambie St.,,VANCOUVER,V5Z2X8,Food Primary,,88
308365,Tony's Cidery ,6167 Hwy 6 ,,VERNON,V1T3V6,Manufacturer,Winery,0
180664,Too Two Chinese Sauerkraut Fish,#101 - 4940 No. 3 Rd,,RICHMOND,V6X3A5,Food Primary,,116
305132,Top Cantonese Cuisine Restaurant,2752 Kingsway,,VANCOUVER,V5R5H5,Food Primary,,126
300008,Top Gun J & C Restaurant,2020-8766 McKim Way,,RICHMOND,V6X4G4,Food Primary,,160
34438,Top Of Grouse,6400 Nancy Greene Way,,NORTH VANCOUVER,V7R4K9,Liquor Primary,,784
144228,Top Of Grouse,6400 Nancy Greene Way,,NORTH VANCOUVER,V7R4K9,Food Primary,,1037
206425,Top Shanghai Cuisine Restaurant,120  8100 Ackroyd Road,,RICHMOND,V6X3K2,Food Primary,,122
305966,Top Shelf Distribution Ltd.,,,,,Agent,,
306707,Top of My Glass Holdings Inc.,,,,,Agent,,
84798,Top of Vancouver Revolving Restaurant,555 Hastings St W,,VANCOUVER,V6B4N4,Food Primary,,319
307526,Toque,1-845 Viewfield Rd,,VICTORIA,V9A4V2,Catering,,
